Bill,role,alderman,billID
BB 220 Whistleblower ordinance,Co-Sponsor,green,BB 220
BB 261 Domestic violence leave bill,Primary,green,BB 261
BB 261 Domestic violence leave bill,Primary,green,BB 261
BB 34 Buffer zone for health care facilities,Co-Sponsor,green,BB 34
BB 37 Ordinance regarding Confederate Memorials,Co-Sponsor,green,BB 37
BB 61 Ordinance regarding Community Benefits Agreements,Primary,green,BB 61
BB 91 Ordinance pertaining to income exempt from earnings tax,Co-Sponsor,green,BB 91
BB 98 Amending code to add protection for homeless,Primary,green,BB 98
BB 101 Redevelopment plan for 3172 Morganford,Primary,green,BB 101
BB 117 Payroll Tax Public Safety,Primary,green,BB 117
BB 121 4-way stop at Hartford and Morganford,Primary,green,BB 121
BB 134 Ordinance pertaining to First Amendment Rights of Protection,Primary,green,BB 134
BB 137 Ordinance pertaining to Residential Disabled Parking,Primary,green,BB 137
BB 180 Ordinance to amend marijuana laws,Primary,green,BB 180
BB 233 Ordinance amending Civilian Oversight Board Bill,Co-Sponsor,green,BB 233
BB 46 Tower Grove South Concerned Citizens Special Business District,Primary,green,BB 46
BB 31 Ordinance to Join Clean Energy Act,Co-Sponsor,guenther,BB 31
BB 34 Buffer zone for health care facilities,Co-Sponsor,guenther,BB 34
BB 37 Ordinance regarding Confederate Memorials,Co-Sponsor,guenther,BB 37
BB 61 Ordinance regarding Community Benefits Agreements,Co-Sponsor,guenther,BB 61
BB 76 Redevelopment plan for 1956 Utah,Primary,guenther,BB 76
BB 77 Redevelopment plan for 2918 Wyoming,Primary,guenther,BB 77
BB 78 Redevelopment plan for 2821 Texas,Primary,guenther,BB 78
BB 79 Redevelopment plan for 3021 Texas,Primary,guenther,BB 79
BB 115 Renaming Parkland Park to Frank Williamson Sr. Park,Co-Sponsor,guenther,BB 115
BB 130 Ordinance pertaining to Scottrade Center,Co-Sponsor,guenther,BB 130
BB 132 Establishing the Office of Community Mediation,Co-Sponsor,guenther,BB 132
BB 157 Redevelopment plan for 3325 Wisconsin,Primary,guenther,BB 157
BB 180 Ordinance to amend marijuana laws,Co-Sponsor,guenther,BB 180
BB 199 Redevelopment plan for 4601 South Broadway,Primary,guenther,BB 199
BB 203 Ordinance establishing a public works project,Co-Sponsor,guenther,BB 203
BB 211 zoning change for 3306 Wisconsin,Primary,guenther,BB 211
BB 218 Ordinance regarding the regulation of bike sharing,Co-Sponsor,guenther,BB 218
BB 227 Lead  Hazard Reduction Demonstration Grant,Co-Sponsor,guenther,BB 227
BB 233 Ordinance amending Civilian Oversight Board Bill,Co-Sponsor,guenther,BB 233
BB 234 Ordinance establishing Independent Investigations Unit,Co-Sponsor,guenther,BB 234
BB 257 Redevelopment plan for 3434 & 3436 Indiana,Primary,guenther,BB 257
BB 264 Redevelopment plan for 3450 Wisconsin,Primary,guenther,BB 264
BB 269 four-way stop site at the intersection of Iowa and Juniata,Primary,guenther,BB 269
BB 23 An ordinance approving a Redevelopment Plan  for 3520 Wisconsin.,Primary,guenther,BB 23
BB 82 Redevelopment Plan for the 2829 Iowa Ave,Primary,guenther,BB 82
BB 93 An Ordinance requiring a City-wide vote to approve any proposal aimed at or having the effect of privatizing the Lambert St. Louis International Airport (the â€œAirportâ€ù),Co-Sponsor,guenther,BB 93
BB 104 Amending the Charter relating to fines,Co-Sponsor,howard,BB 104
BB 113 Circuit Attorney Pay Bill,Primary,howard,BB 113
BB 225 Earnings tax bill,Co-Sponsor,howard,BB 225
BB 261 Redev. plan for 4301-05 Kingshighway,Primary,howard,BB 261
BB 75 Ord. pertaining to dog training,Co-Sponsor,howard,BB 75
BB 123 Allocation and approval of public funds,Co-Sponsor,howard,BB 123
BB 133 Redev. plan for Bevo Mill Scattered Sites,Primary,howard,BB 133
BB 155 Ord. pertaining to street vendors,Primary,howard,BB 155
BB 167 Intergovernmental agreement,Co-Sponsor,howard,BB 167
BB 175 Firemen's Retirement System,Co-Sponsor,howard,BB 175
BB 176 Prohibiting liquor in 14th Ward,Primary,howard,BB 176
BB 179 Liquor control law of the city,Co-Sponsor,howard,BB 179
BB 270 Discontinuing accrual benefits under the Firemen's Retirement System,Co-Sponsor,howard,BB 270
BB 271 Firefighters Retirement Plan,Co-Sponsor,howard,BB 271
BB 11 Firemen's Retirement System,Co-Sponsor,howard,BB 11
BB 12 Est. Firemen's Retirement Plan,Co-Sponsor,howard,BB 12
BB 31 Charter Amendment amending the number of aldermen,Co-Sponsor,howard,BB 31
BB 35 Ord. pertaining to the Preservation Review District,Primary,howard,BB 35
BB 108 Ordinance relating to City Recreation Facility in O'Fallon Park,Co-Sponsor,howard,BB 108
BB 108 Ordinance relating to City Recreation Facility in O'Fallon Park,Co-Sponsor,howard,BB 108
BB 153 Ordinance pertaining to prostitution and loitering,Co-Sponsor,howard,BB 153
BB 161 Ordinance pertaining to solicitation on highway entrance and exit ramps,Co-Sponsor,howard,BB 161
BB 179 Excise Code,Co-Sponsor,howard,BB 179
BB 267 Redevelopment plan for 4954 Chippewa,Primary,howard,BB 267
BB 274 Text to amend convenience stores legislation,Co-Sponsor,howard,BB 274
BB 8 Local Control,Co-Sponsor,howard,BB 8
BB 34 Intergovernmental Cooperation Agreement,Co-Sponsor,howard,BB 34
BB 69 Ordinance pertaining to campaign contribution limits,Co-Sponsor,howard,BB 69
BB 73 Stop signs at Eichelberger and Alfred,Primary,howard,BB 73
BB 74 Stop sign at Walsh and Newport,Primary,howard,BB 74
BB 135 Redevelopment plan for 4903 Lansdowne,Primary,howard,BB 135
BB 224 Transfer of property of the Police Department,Co-Sponsor,howard,BB 224
BB 308 Redevelopment plan for Gravois and Meramec,Primary,howard,BB 308
BB 332 Ordinance relating to identification of High Merit historic properties.,Co-Sponsor,howard,BB 332
BB 70 Redevelopment plan for 4517-25 S. Kingshighway,Primary,howard,BB 70
BB 104 Redevelopment plan for 5320 Brannon,Primary,howard,BB 104
BB 139 Ordinance prohibiting liquor in the 14th Ward,Primary,howard,BB 139
BB 142 Establishment of a honorary Poet Laureate,Co-Sponsor,howard,BB 142
BB 196 2014 Lead grant bill,Co-Sponsor,howard,BB 196
BB 198 Ordinance amending complete streets policy,Co-Sponsor,howard,BB 198
"BB 251 Vacation of the alley at Delor, Adkins, Walsh and Morganford",Primary,howard,BB 251
BB 72 Ordinance prohibiting liquor in the 14th Ward,Primary,howard,BB 72
BB 113 Ordinance relating to speed bumps,Co-Sponsor,howard,BB 113
BB 140 Prohibiting liquor in 14th Ward,Primary,howard,BB 140
BB 176 Soldiers Memorial Agreement,Co-Sponsor,howard,BB 176
BB 265 Earnings Tax,Co-Sponsor,howard,BB 265
BB 285 Traffic Management Enhancement bill,Co-Sponsor,howard,BB 285
BB 308 Missouri Clean Energy District,Co-Sponsor,howard,BB 308
BB 36 Program for monitoring the prescribing and dispensing of controlled substances,Co-Sponsor,howard,BB 36
BB 40 Ordinance pertaining to drug related overdoses and medical assistance,Co-Sponsor,howard,BB 40
BB 57 Ordinance calling for a proposal to levy property tax,Co-Sponsor,howard,BB 57
BB 105 naming the real property at the south-southwest intersection of Gravois and Morganford Road,Primary,howard,BB 105
BB 109 Missouri Clean Energy District,Co-Sponsor,howard,BB 109
BB 127 Ordinance to establish the Bevo CID,Primary,howard,BB 127
BB 151 Amending Public Nuisances Code,Co-Sponsor,howard,BB 151
BB 261 Domestic violence leave bill,Co-Sponsor,howard,BB 261
BB 261 Domestic violence leave bill,Co-Sponsor,howard,BB 261
BB 309 Ordinance prohibiting the use of alleys by operators of motor vehicles for drive through traffic,Co-Sponsor,howard,BB 309
BB 11 Community benefits agreement for tax incentivized real estate projects,Co-Sponsor,howard,BB 11
BB 13 Ordinance establishing Neosho & Adkins 3-way stop,Primary,howard,BB 13
BB 31 Ordinance to Join Clean Energy Act,Co-Sponsor,howard,BB 31
BB 53 Ordinance to move St.  Louis National Night Out,Primary,howard,BB 53
BB 99 Collection of funds for prevention of domestic violence,Co-Sponsor,howard,BB 99
BB 113 Street name change S. Sgt. Ron Bozikis,Co-Sponsor,howard,BB 113
BB 132 Establishing the Office of Community Mediation,Primary,howard,BB 132
BB 140 Redevelopment plan for 5335 Gilson,Primary,howard,BB 140
BB 168 Ordinance repealing ordinance 70475 Whistleblower Law,Primary,howard,BB 168
BB 194 Ordinance repealing employee residency requirement,Primary,howard,BB 194
BB 241 Collection of fines assessed by the Building Commission,Co-Sponsor,howard,BB 241
BB 242 Enforcement of Code Violations,Co-Sponsor,howard,BB 242
BB 246 Additional sales tax and use tax established by Ord 7058,Co-Sponsor,howard,BB 246
BB 251  two-way stop site at the intersection of Alfred Street and Bingham Street,Primary,howard,BB 251
"BB 6  City Whistleblower Law,",Primary,howard,BB 6
"BB 21 An ordinance submitting to the qualified voters of the City, a proposal to revise Section 2 of Article VIII of the City Charter which requires City employees to reside within the boundaries of the City a",Primary,howard,BB 21
"BB 73 An ordinance pertaining to conveyances of 	title and the recording of such transfer with the Recorder of  Deeds; amending Section Three of Ordinance 56141, and 	Ordinance 65038",Primary,howard,BB 73
BB 17 Zoning change for 13th and 14th Street - Sunshine Ministries Project,Primary,hubbard,BB 17
BB 46 Redev. plan for 701 N. 11th Street,Primary,hubbard,BB 46
BB 46 Redev. plan for 701 N. 11th Street,Primary,hubbard,BB 46
BB 96 Stop sign at 13th and Clinton,Primary,hubbard,BB 96
BB 108 Ordinance relating to City Recreation Facility in O'Fallon Park,Co-Sponsor,hubbard,BB 108
BB 108 Ordinance relating to City Recreation Facility in O'Fallon Park,Co-Sponsor,hubbard,BB 108
BB 167 Master Redevelopment Agrmt. Bottle Dist. Inv.,Primary,hubbard,BB 167
BB 270 Quit claim for 1211 N. Tucker,Primary,hubbard,BB 270
BB 282 Redev. plan for 2707 Raushenbach,Primary,hubbard,BB 282
BB 294 MODOT Coop. Agreement,Primary,hubbard,BB 294
BB 297 City Public Works Projects,Co-Sponsor,hubbard,BB 297
BB 8 Local Control,Co-Sponsor,hubbard,BB 8
BB 199 Northside Regeneration TIF Plan,Primary,hubbard,BB 199
BB 200 Northside Regeneration TIF Agreement,Primary,hubbard,BB 200
"BB 278 Vacation of Mullanphy at 9th, Cass, 10th",Primary,hubbard,BB 278
BB 330 Alley vacation of Cass at O'Fallon and Tucker,Primary,hubbard,BB 330
BB 142 Establishment of a honorary Poet Laureate,Co-Sponsor,hubbard,BB 142
BB 195 Leasehold Revenue Refunding Bonds,Co-Sponsor,hubbard,BB 195
BB 208 Civilian Review Board,Co-Sponsor,hubbard,BB 208
BB 259 Northside Regeneration Agreement,Primary,hubbard,BB 259
"BB 263 Redevelopment plan for Cass, Jefferson, Parnell, Montgomery, N. 22nd",Primary,hubbard,BB 263
BB 57 Rezoning property on N. 13th Street,Primary,hubbard,BB 57
BB 58 Rezoning property on Glasgow,Primary,hubbard,BB 58
BB 117 NGA Financing,Primary,hubbard,BB 117
BB 117 NGA Financing,Primary,hubbard,BB 117
BB 162 Redevelopment plan for 1601-1723 Delmar,Primary,hubbard,BB 162
BB 176 Soldiers Memorial Agreement,Co-Sponsor,hubbard,BB 176
BB 183 Renaming N. 3rd St. to Lumiere Place,Co-Sponsor,hubbard,BB 183
BB 219 Stadium Bill,Primary,hubbard,BB 219
BB 233 Zoning change for 2311-2341 Carr,Primary,hubbard,BB 233
"BB 248 Amended redevelopment plan for Sullivan, Dodier, 23rd St., 25th St.",Primary,hubbard,BB 248
BB 265 Earnings Tax,Co-Sponsor,hubbard,BB 265
BB 35 Redevelopment plan for 1600-1742 Washington,Primary,hubbard,BB 35
BB 61 Redevelopment plan for 1501-09 Washington,Primary,hubbard,BB 61
"BB 62 Quit Claim to LCRA properties on Cass, Madison & Maiden Lane",Primary,hubbard,BB 62
BB 93 Ordinance authorizing Parcel Development Agreement,Primary,hubbard,BB 93
BB 149 Greenleaf TIF note,Primary,hubbard,BB 149
BB 150 Tucker and Cass CID,Primary,hubbard,BB 150
BB 257 Choice Implementation Grant Bill,Primary,hubbard,BB 257
BB 257 Choice Implementation Grant Bill,Primary,hubbard,BB 257
"BB 262 vacation of alley at Delmar, 14th, Lucas, 15th",Primary,hubbard,BB 262
"BB 262 vacation of alley at Delmar, 14th, Lucas, 15th",Primary,hubbard,BB 262
"BB 266 vacation of alley at St. Louis Avenue, 22nd, Cass, Jefferson",Co-Sponsor,hubbard,BB 266
"BB 266 vacation of alley at St. Louis Avenue, 22nd, Cass, Jefferson",Co-Sponsor,hubbard,BB 266
BB 275 Healthworks Parcel Development Ageement,Primary,hubbard,BB 275
BB 276 Healthworks TIF Note,Primary,hubbard,BB 276
BB 277 NUMBER NOT USED,Primary,hubbard,BB 277
BB 297 Jefferson Arms TIF Plan,Primary,hubbard,BB 297
BB 298 Jefferson Arms TIF Agreement,Primary,hubbard,BB 298
BB 299 Jefferson Arms TIF Note,Primary,hubbard,BB 299
BB 305 Ordinance approving minority & women owned business program,Co-Sponsor,hubbard,BB 305
BB 11 Community benefits agreement for tax incentivized real estate projects,Co-Sponsor,hubbard,BB 11
BB 90 Ordinance regarding development plans for Madison Acres Area,Co-Sponsor,hubbard,BB 90
BB 106 Rezoning for NGA,Primary,hubbard,BB 106
BB 233 Ordinance amending Civilian Oversight Board Bill,Co-Sponsor,hubbard,BB 233
BB 234 Ordinance establishing Independent Investigations Unit,Co-Sponsor,hubbard,BB 234
"BB 76 B.B.#76 â€“ Hubbard - An ordinance recommended by the Planning Commission approving the name of a new public street located in the approved Jonas Hubbard Estates subdivision, located in City Block 552.",Primary,hubbard,BB 76
BB 8 Local Control,Co-Sponsor,ingrassia,BB 8
BB 22 Redevelopment plan for 2632 Russell,Primary,ingrassia,BB 22
BB 23 Redevelopment plan for 2309 Jefferson,Primary,ingrassia,BB 23
BB 33 Redevelopment plan for 2649 Russell,Primary,ingrassia,BB 33
BB 47 Redevelopment plan for 2637 Allen,Primary,ingrassia,BB 47
BB 69 Ordinance pertaining to campaign contribution limits,Co-Sponsor,ingrassia,BB 69
BB 88 City Hall restoration fund,Co-Sponsor,ingrassia,BB 88
BB 134 Redevelopment plan for 2526 California,Primary,ingrassia,BB 134
BB 160 Redev. plan for 3223 Magnolia,Primary,ingrassia,BB 160
BB 161 Redev. plan for 2927 Virginia,Primary,ingrassia,BB 161
BB 162 Redev. plan for 3321 Shenandoah,Primary,ingrassia,BB 162
BB 185 Ordinance pertaining to children only play areas in City parks.,Primary,ingrassia,BB 185
BB 187 Redevelopment plan for 1900-1928 Pine,Primary,ingrassia,BB 187
BB 188 Amending a redevelopment plan for 2200 Locust St.,Primary,ingrassia,BB 188
BB 189 Redevelopment plan for 1900 Market,Primary,ingrassia,BB 189
BB 199 Northside Regeneration TIF Plan,Co-Sponsor,ingrassia,BB 199
BB 200 Northside Regeneration TIF Agreement,Co-Sponsor,ingrassia,BB 200
BB 201 Ordinance pertaining to the Preservation Board,Primary,ingrassia,BB 201
BB 204 Ordinance pertaining to recording of public meetings,Co-Sponsor,ingrassia,BB 204
BB 216 Supplemental budget appropriation,Co-Sponsor,ingrassia,BB 216
BB 222 Redevelopment plan for 301 S. Ewing,Primary,ingrassia,BB 222
BB 229 Veteran preference legislation,Co-Sponsor,ingrassia,BB 229
BB 261 Redevelopment plan for Dolman Scattered Sites,Primary,ingrassia,BB 261
BB 263 Redevelopment plan for 2137 Nebraska,Primary,ingrassia,BB 263
BB 267 Ordinance pertaining to Compton Hill Missionary Baptist Church,Primary,ingrassia,BB 267
BB 270 Zoning change for 2841-51 Gravois,Primary,ingrassia,BB 270
BB 328 Festival Reservation Agreement,Co-Sponsor,ingrassia,BB 328
BB 332 Ordinance relating to identification of High Merit historic properties.,Co-Sponsor,ingrassia,BB 332
BB 11 Rezoning Chouteau Corridor Phase 1,Primary,ingrassia,BB 11
BB 28 Redevelopment plan for 1910 Virginia,Primary,ingrassia,BB 28
BB 29 Redevelopment plan for 2655 Accomac,Primary,ingrassia,BB 29
BB 48 Gregory J. Carter Park,Co-Sponsor,ingrassia,BB 48
BB 63 An Ordinance establishing the Office of Financial Empowerment.,Co-Sponsor,ingrassia,BB 63
BB 63 An Ordinance establishing the Office of Financial Empowerment.,Co-Sponsor,ingrassia,BB 63
BB 64 Quit Claim Deed to AGC of St. Louis Education Foundation,Primary,ingrassia,BB 64
BB 64 Quit Claim Deed to AGC of St. Louis Education Foundation,Primary,ingrassia,BB 64
"BB 66 adoption of a policy supporting the practice of the Trap-Neuter-Returnof feral cats;",Primary,ingrassia,BB 66
"BB 66 adoption of a policy supporting the practice of the Trap-Neuter-Returnof feral cats;",Primary,ingrassia,BB 66
BB 81 Ord. affirming Ordinances and Notices,Co-Sponsor,ingrassia,BB 81
BB 99 Redevelopment plan for DeSales Scattered Sites,Co-Sponsor,ingrassia,BB 99
BB 100 Redevelopment plan for 3304 Shenandoah,Primary,ingrassia,BB 100
BB 152 Redev. plan for 2700 Henrietta,Primary,ingrassia,BB 152
